Report Date,Borough,Community District,Case Type,Cases,Individuals
09/30/2020,Bronx,5,All Case Types,838,1797
09/30/2020,Bronx,6,All Case Types,689,1469
09/30/2020,Bronx,7,All Case Types,600,1236
09/30/2020,Bronx,8,All Case Types,152,280
09/30/2020,Bronx,9,All Case Types,772,1721
09/30/2020,Bronx,10,All Case Types,227,475
09/30/2020,Bronx,11,All Case Types,333,648
09/30/2020,Bronx,12,All Case Types,819,1738
09/30/2020,Bronx,Unknown CD,All Case Types,1722,2979
09/30/2020,Brooklyn,1,All Case Types,213,352
09/30/2020,Brooklyn,2,All Case Types,257,405
09/30/2020,Brooklyn,3,All Case Types,851,1514
09/30/2020,Brooklyn,4,All Case Types,335,614
09/30/2020,Brooklyn,5,All Case Types,1057,2067
09/30/2020,Brooklyn,6,All Case Types,155,270
09/30/2020,Brooklyn,7,All Case Types,97,172
09/30/2020,Brooklyn,8,All Case Types,394,710
09/30/2020,Brooklyn,9,All Case Types,332,557
09/30/2020,Brooklyn,10,All Case Types,69,116
09/30/2020,Brooklyn,11,All Case Types,89,174
09/30/2020,Brooklyn,12,All Case Types,86,144
09/30/2020,Brooklyn,13,All Case Types,218,419
09/30/2020,Brooklyn,14,All Case Types,253,438
09/30/2020,Brooklyn,15,All Case Types,84,145
09/30/2020,Brooklyn,16,All Case Types,709,1420
09/30/2020,Brooklyn,17,All Case Types,562,1051
09/30/2020,Brooklyn,18,All Case Types,373,731
09/30/2020,Brooklyn,Unknown CD,All Case Types,1446,2311
09/30/2020,Manhattan,1,All Case Types,281,515
09/30/2020,Manhattan,2,All Case Types,30,37
09/30/2020,Manhattan,3,All Case Types,324,520
09/30/2020,Manhattan,4,All Case Types,203,305
09/30/2020,Manhattan,5,All Case Types,100,147
09/30/2020,Manhattan,6,All Case Types,119,139
09/30/2020,Manhattan,7,All Case Types,207,319
09/30/2020,Manhattan,8,All Case Types,74,104
09/30/2020,Manhattan,9,All Case Types,357,600
09/30/2020,Manhattan,10,All Case Types,739,1290
09/30/2020,Manhattan,11,All Case Types,760,1311
09/30/2020,Manhattan,12,All Case Types,345,607
09/30/2020,Manhattan,Unknown CD,All Case Types,2555,3222
09/30/2020,Queens,1,All Case Types,557,721
09/30/2020,Queens,2,All Case Types,278,349
09/30/2020,Queens,3,All Case Types,157,282
09/30/2020,Queens,4,All Case Types,115,185
09/30/2020,Queens,5,All Case Types,119,194
09/30/2020,Queens,6,All Case Types,42,78
09/30/2020,Queens,7,All Case Types,109,195
09/30/2020,Queens,8,All Case Types,164,272
09/30/2020,Queens,9,All Case Types,165,276
09/30/2020,Queens,10,All Case Types,144,250
09/30/2020,Queens,11,All Case Types,17,24
09/30/2020,Queens,12,All Case Types,809,1528
09/30/2020,Queens,13,All Case Types,335,603
09/30/2020,Queens,14,All Case Types,489,963
09/30/2020,Queens,Unknown CD,All Case Types,1024,1693
09/30/2020,Staten Island,1,All Case Types,364,730
09/30/2020,Staten Island,2,All Case Types,57,87
09/30/2020,Staten Island,3,All Case Types,27,47
09/30/2020,Staten Island,Unknown CD,All Case Types,84,131
10/31/2020,Bronx,1,All Case Types,874,1887
10/31/2020,Bronx,2,All Case Types,418,888
10/31/2020,Bronx,3,All Case Types,814,1842
10/31/2020,Bronx,4,All Case Types,907,1986
10/31/2020,Bronx,5,All Case Types,850,1801
10/31/2020,Bronx,6,All Case Types,702,1486
10/31/2020,Bronx,7,All Case Types,571,1192
10/31/2020,Bronx,8,All Case Types,157,286
10/31/2020,Bronx,9,All Case Types,774,1714
10/31/2020,Bronx,10,All Case Types,221,467
10/31/2020,Bronx,11,All Case Types,345,659
10/31/2020,Bronx,12,All Case Types,827,1743
10/31/2020,Bronx,Unknown CD,All Case Types,1777,3087
10/31/2020,Brooklyn,1,All Case Types,206,341
10/31/2020,Brooklyn,2,All Case Types,234,365
10/31/2020,Brooklyn,3,All Case Types,852,1505
10/31/2020,Brooklyn,4,All Case Types,335,602
10/31/2020,Brooklyn,5,All Case Types,1051,2041
10/31/2020,Brooklyn,6,All Case Types,152,259
10/31/2020,Brooklyn,7,All Case Types,102,175
10/31/2020,Brooklyn,8,All Case Types,393,712
10/31/2020,Brooklyn,9,All Case Types,330,561
10/31/2020,Brooklyn,10,All Case Types,65,110
10/31/2020,Brooklyn,11,All Case Types,86,171
10/31/2020,Brooklyn,12,All Case Types,85,140
10/31/2020,Brooklyn,13,All Case Types,212,399
10/31/2020,Brooklyn,14,All Case Types,247,417
10/31/2020,Brooklyn,15,All Case Types,83,137
10/31/2020,Brooklyn,16,All Case Types,730,1464
10/31/2020,Brooklyn,17,All Case Types,579,1094
10/31/2020,Brooklyn,18,All Case Types,372,724
10/31/2020,Brooklyn,Unknown CD,All Case Types,1464,2320
10/31/2020,Manhattan,1,All Case Types,280,522
10/31/2020,Manhattan,2,All Case Types,28,35
10/31/2020,Manhattan,3,All Case Types,320,512
10/31/2020,Manhattan,4,All Case Types,197,299
10/31/2020,Manhattan,5,All Case Types,106,157
10/31/2020,Manhattan,6,All Case Types,120,141
10/31/2020,Manhattan,7,All Case Types,209,327
10/31/2020,Manhattan,8,All Case Types,71,106
10/31/2020,Manhattan,9,All Case Types,351,587
10/31/2020,Manhattan,10,All Case Types,748,1294
10/31/2020,Manhattan,11,All Case Types,765,1294
10/31/2020,Manhattan,12,All Case Types,345,613
10/31/2020,Manhattan,Unknown CD,All Case Types,2612,3236
10/31/2020,Queens,1,All Case Types,550,702
10/31/2020,Queens,2,All Case Types,271,346
10/31/2020,Queens,3,All Case Types,164,289
10/31/2020,Queens,4,All Case Types,119,194
10/31/2020,Queens,5,All Case Types,110,179
10/31/2020,Queens,6,All Case Types,43,79
10/31/2020,Queens,7,All Case Types,111,195
10/31/2020,Queens,8,All Case Types,167,284
10/31/2020,Queens,9,All Case Types,169,275
10/31/2020,Queens,10,All Case Types,145,247
10/31/2020,Queens,11,All Case Types,18,20
10/31/2020,Queens,12,All Case Types,836,1557
10/31/2020,Queens,13,All Case Types,328,601
10/31/2020,Queens,14,All Case Types,495,981
10/31/2020,Queens,Unknown CD,All Case Types,1039,1711
10/31/2020,Staten Island,1,All Case Types,360,708
10/31/2020,Staten Island,2,All Case Types,57,92
10/31/2020,Staten Island,3,All Case Types,31,52
10/31/2020,Staten Island,Unknown CD,All Case Types,87,139
11/30/2020,Bronx,1,All Case Types,860,1835
11/30/2020,Bronx,2,All Case Types,424,890
11/30/2020,Bronx,3,All Case Types,796,1784
11/30/2020,Bronx,4,All Case Types,881,1908
11/30/2020,Bronx,5,All Case Types,845,1784
11/30/2020,Bronx,6,All Case Types,703,1475
11/30/2020,Bronx,7,All Case Types,583,1183
11/30/2020,Bronx,8,All Case Types,150,277
11/30/2020,Bronx,9,All Case Types,776,1721
11/30/2020,Bronx,10,All Case Types,229,470
11/30/2020,Bronx,11,All Case Types,346,654
11/30/2020,Bronx,12,All Case Types,801,1679
11/30/2020,Bronx,Unknown CD,All Case Types,1759,3075
11/30/2020,Brooklyn,1,All Case Types,206,338
11/30/2020,Brooklyn,2,All Case Types,246,384
11/30/2020,Brooklyn,3,All Case Types,860,1501
11/30/2020,Brooklyn,4,All Case Types,324,572
11/30/2020,Brooklyn,5,All Case Types,1063,2042
11/30/2020,Brooklyn,6,All Case Types,149,256
11/30/2020,Brooklyn,7,All Case Types,102,178
11/30/2020,Brooklyn,8,All Case Types,398,702
11/30/2020,Brooklyn,9,All Case Types,340,566
11/30/2020,Brooklyn,10,All Case Types,69,120
11/30/2020,Brooklyn,11,All Case Types,87,175
11/30/2020,Brooklyn,12,All Case Types,82,131
11/30/2020,Brooklyn,13,All Case Types,220,410
11/30/2020,Brooklyn,14,All Case Types,247,409
11/30/2020,Brooklyn,15,All Case Types,78,137
11/30/2020,Brooklyn,16,All Case Types,738,1466
11/30/2020,Brooklyn,17,All Case Types,560,1049
11/30/2020,Brooklyn,18,All Case Types,361,682
11/30/2020,Brooklyn,Unknown CD,All Case Types,1481,2315
11/30/2020,Manhattan,1,All Case Types,294,566
11/30/2020,Manhattan,2,All Case Types,28,35
11/30/2020,Manhattan,3,All Case Types,323,521
11/30/2020,Manhattan,4,All Case Types,206,305
11/30/2020,Manhattan,5,All Case Types,114,169
11/30/2020,Manhattan,6,All Case Types,122,140
11/30/2020,Manhattan,7,All Case Types,213,327
11/30/2020,Manhattan,8,All Case Types,73,110
11/30/2020,Manhattan,9,All Case Types,343,572
11/30/2020,Manhattan,10,All Case Types,735,1278
11/30/2020,Manhattan,11,All Case Types,769,1303
11/30/2020,Manhattan,12,All Case Types,348,612
11/30/2020,Manhattan,Unknown CD,All Case Types,2665,3290
11/30/2020,Queens,1,All Case Types,547,683
11/30/2020,Queens,2,All Case Types,268,341
11/30/2020,Queens,3,All Case Types,160,280
11/30/2020,Queens,4,All Case Types,114,188
11/30/2020,Queens,5,All Case Types,115,189
11/30/2020,Queens,6,All Case Types,44,80
11/30/2020,Queens,7,All Case Types,115,204
11/30/2020,Queens,8,All Case Types,165,276
11/30/2020,Queens,9,All Case Types,164,272
11/30/2020,Queens,10,All Case Types,137,232
11/30/2020,Queens,11,All Case Types,18,21
11/30/2020,Queens,12,All Case Types,819,1524
11/30/2020,Queens,13,All Case Types,324,579
11/30/2020,Queens,14,All Case Types,484,941
11/30/2020,Queens,Unknown CD,All Case Types,1027,1674
11/30/2020,Staten Island,1,All Case Types,353,691
11/30/2020,Staten Island,2,All Case Types,52,79
11/30/2020,Staten Island,3,All Case Types,30,50
11/30/2020,Staten Island,Unknown CD,All Case Types,84,129
12/31/2020,Bronx,1,All Case Types,860,1839
12/31/2020,Bronx,2,All Case Types,419,887
12/31/2020,Bronx,3,All Case Types,770,1712
12/31/2020,Bronx,4,All Case Types,838,1832
12/31/2020,Bronx,5,All Case Types,833,1773
12/31/2020,Bronx,6,All Case Types,679,1441
12/31/2020,Bronx,7,All Case Types,566,1156
12/31/2020,Bronx,8,All Case Types,151,273
12/31/2020,Bronx,9,All Case Types,781,1726
12/31/2020,Bronx,10,All Case Types,216,436
12/31/2020,Bronx,11,All Case Types,353,672
12/31/2020,Bronx,12,All Case Types,791,1673
12/31/2020,Bronx,Unknown CD,All Case Types,1771,3110
12/31/2020,Brooklyn,1,All Case Types,204,336
12/31/2020,Brooklyn,2,All Case Types,243,381
12/31/2020,Brooklyn,3,All Case Types,839,1449
12/31/2020,Brooklyn,4,All Case Types,309,558
12/31/2020,Brooklyn,5,All Case Types,1012,1933
12/31/2020,Brooklyn,6,All Case Types,143,244
12/31/2020,Brooklyn,7,All Case Types,96,168
12/31/2020,Brooklyn,8,All Case Types,382,671
12/31/2020,Brooklyn,9,All Case Types,333,552
12/31/2020,Brooklyn,10,All Case Types,70,117
12/31/2020,Brooklyn,11,All Case Types,89,175
12/31/2020,Brooklyn,12,All Case Types,85,143
12/31/2020,Brooklyn,13,All Case Types,219,403
12/31/2020,Brooklyn,14,All Case Types,254,419
12/31/2020,Brooklyn,15,All Case Types,77,133
12/31/2020,Brooklyn,16,All Case Types,718,1423
12/31/2020,Brooklyn,17,All Case Types,556,1032
12/31/2020,Brooklyn,18,All Case Types,370,692
12/31/2020,Brooklyn,Unknown CD,All Case Types,1455,2268
12/31/2020,Manhattan,1,All Case Types,306,563
12/31/2020,Manhattan,2,All Case Types,31,44
12/31/2020,Manhattan,3,All Case Types,328,527
12/31/2020,Manhattan,4,All Case Types,198,296
12/31/2020,Manhattan,5,All Case Types,113,168
12/31/2020,Manhattan,6,All Case Types,129,147
12/31/2020,Manhattan,7,All Case Types,202,311
12/31/2020,Manhattan,8,All Case Types,74,108
12/31/2020,Manhattan,9,All Case Types,339,554
12/31/2020,Manhattan,10,All Case Types,735,1281
12/31/2020,Manhattan,11,All Case Types,762,1277
12/31/2020,Manhattan,12,All Case Types,349,635
12/31/2020,Manhattan,Unknown CD,All Case Types,2742,3355
12/31/2020,Queens,1,All Case Types,510,655
12/31/2020,Queens,2,All Case Types,264,336
12/31/2020,Queens,3,All Case Types,158,277
12/31/2020,Queens,4,All Case Types,109,187
12/31/2020,Queens,5,All Case Types,122,200
12/31/2020,Queens,6,All Case Types,44,72
12/31/2020,Queens,7,All Case Types,115,200
12/31/2020,Queens,8,All Case Types,165,272
12/31/2020,Queens,9,All Case Types,152,254
12/31/2020,Queens,10,All Case Types,135,223
12/31/2020,Queens,11,All Case Types,19,22
12/31/2020,Queens,12,All Case Types,802,1500
12/31/2020,Queens,13,All Case Types,316,549
12/31/2020,Queens,14,All Case Types,476,927
12/31/2020,Queens,Unknown CD,All Case Types,1027,1631
12/31/2020,Staten Island,1,All Case Types,348,666
12/31/2020,Staten Island,2,All Case Types,47,73
12/31/2020,Staten Island,3,All Case Types,27,50
12/31/2020,Staten Island,Unknown CD,All Case Types,90,144
01/31/2021,Bronx,1,All Case Types,864,1838
01/31/2021,Bronx,2,All Case Types,424,898
01/31/2021,Bronx,3,All Case Types,763,1664
01/31/2021,Bronx,4,All Case Types,847,1813
01/31/2021,Bronx,5,All Case Types,834,1770
01/31/2021,Bronx,6,All Case Types,677,1422
01/31/2021,Bronx,7,All Case Types,568,1145
01/31/2021,Bronx,8,All Case Types,147,264
01/31/2021,Bronx,9,All Case Types,762,1661
01/31/2021,Bronx,10,All Case Types,203,414
01/31/2021,Bronx,11,All Case Types,335,646
01/31/2021,Bronx,12,All Case Types,773,1600
01/31/2021,Bronx,Unknown CD,All Case Types,1823,3200
01/31/2021,Brooklyn,1,All Case Types,213,341
01/31/2021,Brooklyn,2,All Case Types,240,373
01/31/2021,Brooklyn,3,All Case Types,836,1385
01/31/2021,Brooklyn,4,All Case Types,325,577
01/31/2021,Brooklyn,5,All Case Types,1025,1924
01/31/2021,Brooklyn,6,All Case Types,150,267
01/31/2021,Brooklyn,7,All Case Types,100,181
01/31/2021,Brooklyn,8,All Case Types,390,666
01/31/2021,Brooklyn,9,All Case Types,325,533
01/31/2021,Brooklyn,10,All Case Types,68,118
01/31/2021,Brooklyn,11,All Case Types,85,169
01/31/2021,Brooklyn,12,All Case Types,88,147
01/31/2021,Brooklyn,13,All Case Types,217,378
01/31/2021,Brooklyn,14,All Case Types,256,422
01/31/2021,Brooklyn,15,All Case Types,75,134
01/31/2021,Brooklyn,16,All Case Types,700,1379
01/31/2021,Brooklyn,17,All Case Types,554,1021
01/31/2021,Brooklyn,18,All Case Types,365,686
01/31/2021,Brooklyn,Unknown CD,All Case Types,1475,2243
01/31/2021,Manhattan,1,All Case Types,335,607
01/31/2021,Manhattan,2,All Case Types,33,41
01/31/2021,Manhattan,3,All Case Types,329,538
01/31/2021,Manhattan,4,All Case Types,194,288
01/31/2021,Manhattan,5,All Case Types,109,151
01/31/2021,Manhattan,6,All Case Types,119,138
01/31/2021,Manhattan,7,All Case Types,206,321
01/31/2021,Manhattan,8,All Case Types,75,113
01/31/2021,Manhattan,9,All Case Types,350,566
01/31/2021,Manhattan,10,All Case Types,749,1291
01/31/2021,Manhattan,11,All Case Types,764,1262
01/31/2021,Manhattan,12,All Case Types,348,617
01/31/2021,Manhattan,Unknown CD,All Case Types,2822,3431
01/31/2021,Queens,1,All Case Types,522,667
01/31/2021,Queens,2,All Case Types,258,322
01/31/2021,Queens,3,All Case Types,163,283
01/31/2021,Queens,4,All Case Types,118,198
01/31/2021,Queens,5,All Case Types,121,195
01/31/2021,Queens,6,All Case Types,43,66
01/31/2021,Queens,7,All Case Types,112,199
01/31/2021,Queens,8,All Case Types,158,270
01/31/2021,Queens,9,All Case Types,163,273
01/31/2021,Queens,10,All Case Types,140,231
01/31/2021,Queens,11,All Case Types,16,26
01/31/2021,Queens,12,All Case Types,801,1469
01/31/2021,Queens,13,All Case Types,318,539
01/31/2021,Queens,14,All Case Types,485,932
01/31/2021,Queens,Unknown CD,All Case Types,1030,1633
01/31/2021,Staten Island,1,All Case Types,355,679
01/31/2021,Staten Island,2,All Case Types,51,75
01/31/2021,Staten Island,3,All Case Types,29,46
01/31/2021,Staten Island,Unknown CD,All Case Types,92,145
02/28/2021,Bronx,1,All Case Types,870,1818
02/28/2021,Bronx,2,All Case Types,408,875
02/28/2021,Bronx,3,All Case Types,756,1653
02/28/2021,Bronx,4,All Case Types,839,1811
02/28/2021,Bronx,5,All Case Types,820,1738
02/28/2021,Bronx,6,All Case Types,668,1359
02/28/2021,Bronx,7,All Case Types,549,1125
02/28/2021,Bronx,8,All Case Types,142,256
02/28/2021,Bronx,9,All Case Types,754,1619
02/28/2021,Bronx,10,All Case Types,205,408
02/28/2021,Bronx,11,All Case Types,337,641
02/28/2021,Bronx,12,All Case Types,760,1571
02/28/2021,Bronx,Unknown CD,All Case Types,1817,3216
02/28/2021,Brooklyn,1,All Case Types,213,340
02/28/2021,Brooklyn,2,All Case Types,247,381
02/28/2021,Brooklyn,3,All Case Types,817,1371
02/28/2021,Brooklyn,4,All Case Types,322,565
02/28/2021,Brooklyn,5,All Case Types,1011,1871
02/28/2021,Brooklyn,6,All Case Types,155,272
02/28/2021,Brooklyn,7,All Case Types,102,189
02/28/2021,Brooklyn,8,All Case Types,379,639
02/28/2021,Brooklyn,9,All Case Types,332,546
02/28/2021,Brooklyn,10,All Case Types,63,107
02/28/2021,Brooklyn,11,All Case Types,91,174
02/28/2021,Brooklyn,12,All Case Types,81,138
02/28/2021,Brooklyn,13,All Case Types,217,393
02/28/2021,Brooklyn,14,All Case Types,249,412
02/28/2021,Brooklyn,15,All Case Types,76,134
02/28/2021,Brooklyn,16,All Case Types,706,1384
02/28/2021,Brooklyn,17,All Case Types,550,1014
02/28/2021,Brooklyn,18,All Case Types,362,677
02/28/2021,Brooklyn,Unknown CD,All Case Types,1484,2246
02/28/2021,Manhattan,1,All Case Types,326,586
02/28/2021,Manhattan,2,All Case Types,30,37
02/28/2021,Manhattan,3,All Case Types,332,540
02/28/2021,Manhattan,4,All Case Types,197,297
02/28/2021,Manhattan,5,All Case Types,112,159
02/28/2021,Manhattan,6,All Case Types,106,123
02/28/2021,Manhattan,7,All Case Types,200,317
02/28/2021,Manhattan,8,All Case Types,75,113
02/28/2021,Manhattan,9,All Case Types,347,548
02/28/2021,Manhattan,10,All Case Types,730,1254
02/28/2021,Manhattan,11,All Case Types,785,1305
02/28/2021,Manhattan,12,All Case Types,353,625
02/28/2021,Manhattan,Unknown CD,All Case Types,2798,3413
02/28/2021,Queens,1,All Case Types,523,663
02/28/2021,Queens,2,All Case Types,250,310
02/28/2021,Queens,3,All Case Types,159,271
02/28/2021,Queens,4,All Case Types,112,187
02/28/2021,Queens,5,All Case Types,121,198
02/28/2021,Queens,6,All Case Types,38,59
02/28/2021,Queens,7,All Case Types,111,199
02/28/2021,Queens,8,All Case Types,157,261
02/28/2021,Queens,9,All Case Types,157,273
02/28/2021,Queens,10,All Case Types,135,219
02/28/2021,Queens,11,All Case Types,14,20
02/28/2021,Queens,12,All Case Types,781,1427
02/28/2021,Queens,13,All Case Types,311,525
02/28/2021,Queens,14,All Case Types,478,897
02/28/2021,Queens,Unknown CD,All Case Types,1000,1604
02/28/2021,Staten Island,1,All Case Types,333,635
02/28/2021,Staten Island,2,All Case Types,51,77
02/28/2021,Staten Island,3,All Case Types,29,48
02/28/2021,Staten Island,Unknown CD,All Case Types,85,142
03/31/2021,Bronx,1,All Case Types,833,1726
03/31/2021,Bronx,2,All Case Types,395,845
03/31/2021,Bronx,3,All Case Types,743,1636
03/31/2021,Bronx,4,All Case Types,830,1767
03/31/2021,Bronx,5,All Case Types,795,1666
03/31/2021,Bronx,6,All Case Types,664,1347
03/31/2021,Bronx,7,All Case Types,544,1084
03/31/2021,Bronx,8,All Case Types,145,277
03/31/2021,Bronx,9,All Case Types,741,1563
03/31/2021,Bronx,10,All Case Types,196,384
03/31/2021,Bronx,11,All Case Types,328,635
03/31/2021,Bronx,12,All Case Types,738,1508
03/31/2021,Bronx,Unknown CD,All Case Types,1784,3121
03/31/2021,Brooklyn,1,All Case Types,226,353
03/31/2021,Brooklyn,2,All Case Types,236,369
03/31/2021,Brooklyn,3,All Case Types,823,1384
03/31/2021,Brooklyn,4,All Case Types,305,518
03/31/2021,Brooklyn,5,All Case Types,990,1818
03/31/2021,Brooklyn,6,All Case Types,159,279
03/31/2021,Brooklyn,7,All Case Types,95,165
03/31/2021,Brooklyn,8,All Case Types,382,638
03/31/2021,Brooklyn,9,All Case Types,324,535
03/31/2021,Brooklyn,10,All Case Types,63,102
03/31/2021,Brooklyn,11,All Case Types,90,165
03/31/2021,Brooklyn,12,All Case Types,81,134
03/31/2021,Brooklyn,13,All Case Types,212,373
03/31/2021,Brooklyn,14,All Case Types,239,397
03/31/2021,Brooklyn,15,All Case Types,78,135
03/31/2021,Brooklyn,16,All Case Types,684,1317
03/31/2021,Brooklyn,17,All Case Types,542,976
03/31/2021,Brooklyn,18,All Case Types,362,679
03/31/2021,Brooklyn,Unknown CD,All Case Types,1492,2233
03/31/2021,Manhattan,1,All Case Types,343,595
03/31/2021,Manhattan,2,All Case Types,25,30
03/31/2021,Manhattan,3,All Case Types,326,526
03/31/2021,Manhattan,4,All Case Types,187,281
03/31/2021,Manhattan,5,All Case Types,108,149
03/31/2021,Manhattan,6,All Case Types,123,139
03/31/2021,Manhattan,7,All Case Types,201,316
03/31/2021,Manhattan,8,All Case Types,72,109
03/31/2021,Manhattan,9,All Case Types,316,502
03/31/2021,Manhattan,10,All Case Types,707,1210
03/31/2021,Manhattan,11,All Case Types,760,1267
03/31/2021,Manhattan,12,All Case Types,364,634
03/31/2021,Manhattan,Unknown CD,All Case Types,2774,3380
03/31/2021,Queens,1,All Case Types,528,666
03/31/2021,Queens,2,All Case Types,244,301
03/31/2021,Queens,3,All Case Types,141,245
03/31/2021,Queens,4,All Case Types,109,181
03/31/2021,Queens,5,All Case Types,120,193
03/31/2021,Queens,6,All Case Types,37,58
03/31/2021,Queens,7,All Case Types,114,207
03/31/2021,Queens,8,All Case Types,150,245
03/31/2021,Queens,9,All Case Types,157,262
03/31/2021,Queens,10,All Case Types,138,221
03/31/2021,Queens,11,All Case Types,12,17
03/31/2021,Queens,12,All Case Types,786,1434
03/31/2021,Queens,13,All Case Types,298,492
