Year,Provider No,Provider Name,Program No,Program Name,County,Current Community District,Street Address,City,Zip Code,Program Type,Service Type,Current Status,Average Daily Enrollment
2010,1857,"BASICS, Bronx Addiction Services",7383,BASICS OP,Bronx,203,488 E 164th St,Bronx,10456,Outpatient,Outpatient Clinic,Closed,114
2015,1857,"BASICS, Bronx Addiction Services",7383,BASICS OP,Bronx,203,488 E 164th St,Bronx,10456,Outpatient,Outpatient Clinic,Closed,79
2010,1857,"BASICS, Bronx Addiction Services",52001,BASICS OP 1,Bronx,203,488 E 164th St,Bronx,10456,Outpatient,Outpatient Clinic,Closed,13
2015,1857,"BASICS, Bronx Addiction Services",52001,BASICS OP 1,Bronx,203,488 E 164th St,Bronx,10456,Outpatient,Outpatient Clinic,Closed,0
2019,1857,"BASICS, Bronx Addiction Services",53297,Franklin House SRR,Bronx,203,1064 Franklin Ave,Bronx,10456,Residential,820 Stabil Rehab Reintegration,Operational,122
2010,1879,"Osborne Treatment Services,Inc",7323,"Osborne Treatment Services, Inc OP",Bronx,201,809 Westchester Ave,Bronx,10455,Outpatient,Outpatient Clinic,Closeout,199
2015,1879,"Osborne Treatment Services,Inc",7323,"Osborne Treatment Services, Inc OP",Bronx,201,809 Westchester Ave,Bronx,10455,Outpatient,Outpatient Clinic,Closeout,137
2019,1879,"Osborne Treatment Services,Inc",7323,"Osborne Treatment Services, Inc OP",Bronx,201,809 Westchester Ave,Bronx,10455,Outpatient,Outpatient Clinic,Closeout,133
2010,1898,"Parallax Center, Inc.",5513,"Parallax Center, Inc. OP",New York,106,145 E 32nd St,New York,10016,Outpatient,Outpatient Clinic,Operational,126
2015,1898,"Parallax Center, Inc.",5513,"Parallax Center, Inc. OP",New York,106,145 E 32nd St,New York,10016,Outpatient,Outpatient Clinic,Operational,96
2019,1898,"Parallax Center, Inc.",5513,"Parallax Center, Inc. OP",New York,106,145 E 32nd St,New York,10016,Outpatient,Outpatient Clinic,Operational,97
2010,1898,"Parallax Center, Inc.",8020,"Parallax Center, Inc. MSW‐OP",New York,106,145 E 32nd St,New York,10016,Crisis,Med Sup Withdrawal‐Outpatient,Operational,9
2015,1898,"Parallax Center, Inc.",8020,"Parallax Center, Inc. MSW‐OP",New York,106,145 E 32nd St,New York,10016,Crisis,Med Sup Withdrawal‐Outpatient,Operational,16
2019,1898,"Parallax Center, Inc.",8020,"Parallax Center, Inc. MSW‐OP",New York,106,145 E 32nd St,New York,10016,Crisis,Med Sup Withdrawal‐Outpatient,Operational,12
2010,2015,"Exponents, Inc.",7128,"Exponents, Inc. OP",New York,101,17 Battery Pl,New York,10004,Outpatient,Outpatient Clinic,Operational,21
2015,2015,"Exponents, Inc.",7128,"Exponents, Inc. OP",New York,101,17 Battery Pl,New York,10004,Outpatient,Outpatient Clinic,Operational,28
2019,2015,"Exponents, Inc.",7128,"Exponents, Inc. OP",New York,101,17 Battery Pl,New York,10004,Outpatient,Outpatient Clinic,Operational,67
2010,2035,SCAN‐NY Volunteer Parent‐Aides Assoc.,7422,SCAN‐NY Volunteer Parent‐Aides OP,Bronx,204,1377 Jerome Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,87
2015,2035,SCAN‐NY Volunteer Parent‐Aides Assoc.,7422,SCAN‐NY Volunteer Parent‐Aides OP,Bronx,204,1377 Jerome Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,63
2019,2035,SCAN‐NY Volunteer Parent‐Aides Assoc.,7422,SCAN‐NY Volunteer Parent‐Aides OP,Bronx,204,1377 Jerome Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,41
2010,2050,"Bridge Back to Life Center, Inc.",6094,Bridge Back to Life Ctr Inc. OP,Richmond,501,1688 Victory Blvd,Staten Island,10314,Outpatient,Outpatient Clinic,Operational,112
2015,2050,"Bridge Back to Life Center, Inc.",6094,Bridge Back to Life Ctr Inc. OP,Richmond,501,1688 Victory Blvd,Staten Island,10314,Outpatient,Outpatient Clinic,Operational,97
2019,2050,"Bridge Back to Life Center, Inc.",6094,Bridge Back to Life Ctr Inc. OP,Richmond,501,1688 Victory Blvd,Staten Island,10314,Outpatient,Outpatient Clinic,Operational,57
2010,2050,"Bridge Back to Life Center, Inc.",6733,Bridge Back to Life Ctr Inc. OP 1,New York,105,500 Eighth Avenue,New York,10018,Outpatient,Outpatient Clinic,Closed,103
2015,2050,"Bridge Back to Life Center, Inc.",6733,Bridge Back to Life Ctr Inc. OP 1,New York,105,500 Eighth Avenue,New York,10018,Outpatient,Outpatient Clinic,Closed,60
2010,2050,"Bridge Back to Life Center, Inc.",7180,Bridge Back to Life Ctr Inc. OP 3,Kings,302,175 Remsen St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,143
2015,2050,"Bridge Back to Life Center, Inc.",7180,Bridge Back to Life Ctr Inc. OP 3,Kings,302,175 Remsen St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,134
2019,2050,"Bridge Back to Life Center, Inc.",7180,Bridge Back to Life Ctr Inc. OP 3,Kings,302,175 Remsen St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,134
2010,2050,"Bridge Back to Life Center, Inc.",7356,Bridge Back to Life Ctr Inc. OP 4,Kings,313,3044 Coney Island Ave,Brooklyn,11235,Outpatient,Outpatient Clinic,Operational,134
2015,2050,"Bridge Back to Life Center, Inc.",7356,Bridge Back to Life Ctr Inc. OP 4,Kings,313,3044 Coney Island Ave,Brooklyn,11235,Outpatient,Outpatient Clinic,Operational,91
2019,2050,"Bridge Back to Life Center, Inc.",7356,Bridge Back to Life Ctr Inc. OP 4,Kings,313,3044 Coney Island Ave,Brooklyn,11235,Outpatient,Outpatient Clinic,Operational,80
2010,2050,"Bridge Back to Life Center, Inc.",8049,Bridge Back to Life ‐ M.S. With/OP,New York,105,500 Eighth Avenue,New York,10018,Crisis,Med Sup Withdrawal‐Outpatient,Closed,0
2010,2050,"Bridge Back to Life Center, Inc.",52006,Bridge Back to Life CD OP Rehab,Kings,302,175 Remsen St,Brooklyn,11201,Outpatient,Outpatient Rehabilitation,Closed,12
2010,2090,"First Steps to Recovery, Inc.",6272,"First Steps to Recovery, Inc. OP",New York,104,310‐312 W 47th St,New York,10036,Outpatient,Outpatient Clinic,Operational,35
2015,2090,"First Steps to Recovery, Inc.",6272,"First Steps to Recovery, Inc. OP",New York,104,310‐312 W 47th St,New York,10036,Outpatient,Outpatient Clinic,Operational,30
2019,2090,"First Steps to Recovery, Inc.",6272,"First Steps to Recovery, Inc. OP",New York,104,310‐312 W 47th St,New York,10036,Outpatient,Outpatient Clinic,Operational,8
2010,2090,"First Steps to Recovery, Inc.",7334,First Steps to Recovery OP 1,Kings,313,2990 Brighton 12th St,Brooklyn,11235,Outpatient,Outpatient Clinic,Operational,69
2015,2090,"First Steps to Recovery, Inc.",7334,First Steps to Recovery OP 1,Kings,313,2990 Brighton 12th St,Brooklyn,11235,Outpatient,Outpatient Clinic,Operational,73
2019,2090,"First Steps to Recovery, Inc.",7334,First Steps to Recovery OP 1,Kings,313,2990 Brighton 12th St,Brooklyn,11235,Outpatient,Outpatient Clinic,Operational,46
2010,2133,New York Center Addiction Treatment,6496,New York Center Addiction Treatment OP,New York,102,598 Broadway,New York,10012,Outpatient,Outpatient Clinic,Closed,204
2015,2133,New York Center Addiction Treatment,6496,New York Center Addiction Treatment OP,New York,102,598 Broadway,New York,10012,Outpatient,Outpatient Clinic,Closed,212
2015,2133,New York Center Addiction Treatment,52851,NY Center Addiction Treatment OP 1,Queens,403,37‐20 74th St,Jackson Heights,11372,Outpatient,Outpatient Clinic,Closed,38
2010,2136,"Center for Community Alternatives, Inc",6520,Crossroads OP,Kings,302,25 Chapel St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,84
2015,2136,"Center for Community Alternatives, Inc",6520,Crossroads OP,Kings,302,25 Chapel St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,80
2019,2136,"Center for Community Alternatives, Inc",6520,Crossroads OP,Kings,302,25 Chapel St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,41
2010,2141,Hazelden/New York,6978,Hazelden/New York OP,New York,105,322 8th Ave,New York,10001,Outpatient,Outpatient Clinic,Operational,78
2015,2141,Hazelden/New York,6978,Hazelden/New York OP,New York,105,322 8th Ave,New York,10001,Outpatient,Outpatient Clinic,Operational,140
2019,2141,Hazelden/New York,6978,Hazelden/New York OP,New York,105,322 8th Ave,New York,10001,Outpatient,Outpatient Clinic,Operational,149
2010,10030,Center for Comprehensive Hlth Practice,660,Multi Track Abstinence Program OTP,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,114
2015,10030,Center for Comprehensive Hlth Practice,660,Multi Track Abstinence Program OTP,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,115
2019,10030,Center for Comprehensive Hlth Practice,660,Multi Track Abstinence Program OTP,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,105
2010,10030,Center for Comprehensive Hlth Practice,1237,Cntr for Comprhnsiv Hlth Practice OTP2,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,123
2015,10030,Center for Comprehensive Hlth Practice,1237,Cntr for Comprhnsiv Hlth Practice OTP2,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,116
2019,10030,Center for Comprehensive Hlth Practice,1237,Cntr for Comprhnsiv Hlth Practice OTP2,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,103
2010,10030,Center for Comprehensive Hlth Practice,3553,Cntr for Comprhnsiv Hlth Practice OTP1,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,247
2015,10030,Center for Comprehensive Hlth Practice,3553,Cntr for Comprhnsiv Hlth Practice OTP1,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,173
2019,10030,Center for Comprehensive Hlth Practice,3553,Cntr for Comprhnsiv Hlth Practice OTP1,New York,111,1900 2nd Ave,New York,10029,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,166
2010,10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,New York,111,1900 2nd Ave,New York,10029,Outpatient,Outpatient Clinic,Operational,216
2015,10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,New York,111,1900 2nd Ave,New York,10029,Outpatient,Outpatient Clinic,Operational,186
2019,10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,New York,111,1900 2nd Ave,New York,10029,Outpatient,Outpatient Clinic,Operational,181
2010,10160,"Argus Community, Inc.",227,TheElizabeth L Sturz Outpatient Ctr OP,Bronx,201,760 E 160th St.,Bronx,10456,Outpatient,Outpatient Clinic,Operational,190
2015,10160,"Argus Community, Inc.",227,TheElizabeth L Sturz Outpatient Ctr OP,Bronx,201,760 E 160th St.,Bronx,10456,Outpatient,Outpatient Clinic,Operational,99
2019,10160,"Argus Community, Inc.",227,TheElizabeth L Sturz Outpatient Ctr OP,Bronx,201,760 E 160th St.,Bronx,10456,Outpatient,Outpatient Clinic,Operational,116
2010,10160,"Argus Community, Inc.",4200,"Argus Community, Inc. IR",Bronx,201,760 E 160th St,Bronx,10456,Residential,Intensive Residential,Closeout,43
2015,10160,"Argus Community, Inc.",4200,"Argus Community, Inc. IR",Bronx,201,760 E 160th St,Bronx,10456,Residential,Intensive Residential,Closeout,46
2019,10160,"Argus Community, Inc.",4200,"Argus Community, Inc. IR",Bronx,201,760 E 160th St,Bronx,10456,Residential,Intensive Residential,Closeout,49
2010,10160,"Argus Community, Inc.",5960,Harbor House IR,Bronx,201,402 E 156th St,Bronx,10455,Residential,Intensive Residential,Closeout,54
2015,10160,"Argus Community, Inc.",5960,Harbor House IR,Bronx,201,402 E 156th St,Bronx,10455,Residential,Intensive Residential,Closeout,55
2019,10160,"Argus Community, Inc.",5960,Harbor House IR,Bronx,201,402 E 156th St,Bronx,10455,Residential,Intensive Residential,Closeout,50
2015,10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",New York,109,507 W 145th St,New York,10031,Outpatient,Outpatient Clinic,Operational,80
2019,10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",New York,109,507 W 145th St,New York,10031,Outpatient,Outpatient Clinic,Operational,157
2015,10160,"Argus Community, Inc.",52629,Striver House IR,New York,109,202‐204 Edgecombe Ave,New York,10030,Residential,Intensive Residential,Operational,56
2019,10160,"Argus Community, Inc.",52629,Striver House IR,New York,109,202‐204 Edgecombe Ave,New York,10030,Residential,Intensive Residential,Operational,54
2019,10160,"Argus Community, Inc.",53156,"Argus Community, Inc. MMW",Queens,410,114‐40 Van Wyck Expy,South Ozone Park,11420,Crisis,Medically Monitored Withdrawal,Operational,9
2019,10160,"Argus Community, Inc.",53200,Mary S. Taylor Homeless Outreach IR,New York,111,2015‐25 Madison Ave,New York,10035,Residential,Intensive Residential,Closed,17
2019,10160,"Argus Community, Inc.",53274,Mary S. Taylor Homeless Outreach RRi,New York,111,2015‐25 Madison Ave,New York,10035,Residential,820 Residential Reintegration,Operational,125
2010,11490,Addiction Care Interventions,3489,Alcoholism Treatment Center OP,New York,105,255 W 36th St,New York,10018,Outpatient,Outpatient Clinic,Operational,130
2015,11490,Addiction Care Interventions,3489,Alcoholism Treatment Center OP,New York,105,255 W 36th St,New York,10018,Outpatient,Outpatient Clinic,Operational,226
2019,11490,Addiction Care Interventions,3489,Alcoholism Treatment Center OP,New York,105,255 W 36th St,New York,10018,Outpatient,Outpatient Clinic,Operational,119
2010,11490,Addiction Care Interventions,51389,Addiction Care interventions IP,Kings,316,589 Rockaway Ave,Brooklyn,11212,Inpatient Treatment,Inpatient Rehabilitation,Operational,25
2015,11490,Addiction Care Interventions,51389,Addiction Care interventions IP,Kings,316,589 Rockaway Ave,Brooklyn,11212,Inpatient Treatment,Inpatient Rehabilitation,Operational,26
2019,11490,Addiction Care Interventions,51389,Addiction Care interventions IP,Kings,316,589 Rockaway Ave,Brooklyn,11212,Inpatient Treatment,Inpatient Rehabilitation,Operational,37
2010,11490,Addiction Care Interventions,51656,Addiction Care Interventions MSW‐IP,Kings,316,589 Rockaway Ave,Brooklyn,11212,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,58
2015,11490,Addiction Care Interventions,51656,Addiction Care Interventions MSW‐IP,Kings,316,589 Rockaway Ave,Brooklyn,11212,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,66
2019,11490,Addiction Care Interventions,51656,Addiction Care Interventions MSW‐IP,Kings,316,589 Rockaway Ave,Brooklyn,11212,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,38
2010,12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Richmond,501,1268 Forest Ave,Staten Island,10302,Outpatient,Outpatient Clinic,Operational,51
2015,12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Richmond,501,1268 Forest Ave,Staten Island,10302,Outpatient,Outpatient Clinic,Operational,40
2019,12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Richmond,501,1268 Forest Ave,Staten Island,10302,Outpatient,Outpatient Clinic,Operational,47
2010,12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Queens,413,175‐15 Rockaway Blvd,Jamaica,11434,Outpatient,Outpatient Clinic,Operational,108
2015,12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Queens,413,175‐15 Rockaway Blvd,Jamaica,11434,Outpatient,Outpatient Clinic,Operational,121
2019,12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Queens,413,175‐15 Rockaway Blvd,Jamaica,11434,Outpatient,Outpatient Clinic,Operational,149
2010,12030,"Camelot of Staten Island, Inc.",6455,"Camelot of Staten Island, Inc. IR",Richmond,502,460H Brielle Ave,Staten Island,10314,Residential,Intensive Residential,Closed,31
2015,12030,"Camelot of Staten Island, Inc.",6455,"Camelot of Staten Island, Inc. IR",Richmond,502,460H Brielle Ave,Staten Island,10314,Residential,Intensive Residential,Closed,45
2010,12030,"Camelot of Staten Island, Inc.",51975,Camelot of Staten Island CDOP Rehab,Richmond,501,263 Port Richmond Ave,Staten Island,10302,Outpatient,Outpatient Rehabilitation,Closed,24
2015,12030,"Camelot of Staten Island, Inc.",52734,"Camelot of Staten Island, Inc. IR 1",Richmond,501,273 Heberton Ave,Staten Island,10302,Residential,Intensive Residential,Closeout,20
2019,12030,"Camelot of Staten Island, Inc.",52734,"Camelot of Staten Island, Inc. IR 1",Richmond,501,273 Heberton Ave,Staten Island,10302,Residential,Intensive Residential,Closeout,17
2019,12030,"Camelot of Staten Island, Inc.",53213,"Camelot of Staten Island, Inc. SRR",Richmond,502,460H Brielle Ave,Staten Island,10314,Residential,820 Stabil Rehab Reintegration,Operational,41
2010,14230,"Alianza Dominicana, Inc.",6197,Alianza Dom.‐ CREO Prog. ‐ Outpat,New York,112,2410 Amsterdam Ave,New York,10033,Outpatient,Outpatient Clinic,Closed,50
2015,15300,"Bleuler Psychotherapy Center, Inc.",52521,Bleuler CD Recovery Services OP,Queens,406,104‐70 Queens Blvd,Forest Hills,11375,Outpatient,Outpatient Clinic,Operational,35
2019,15300,"Bleuler Psychotherapy Center, Inc.",52521,Bleuler CD Recovery Services OP,Queens,406,104‐70 Queens Blvd,Forest Hills,11375,Outpatient,Outpatient Clinic,Operational,53
2010,15340,Center for Marital and Family Therapy,51744,Ctr Marital/Fam. Therapy‐ CD OP,Kings,302,"408 Jay St., 5th Fl.",Brooklyn,11201,Outpatient,Outpatient Clinic,Closed,28
2010,15350,"CIS Counseling Center, Inc.",6985,CIS Counseling Center‐ CD OP,New York,101,116 John Street,New York,10038,Outpatient,Outpatient Clinic,Closed,274
"",15410,LSA Recovery (IDCC),53511,LSA Recovery (IDCC) OP,Kings,315,1664 E 14th St,Brooklyn,,Outpatient,Outpatient Clinic,Operational,
2010,15480,"St. Mark's Place Institute for MH, Inc",51582,St. Mark's Place Institute for MH OP,New York,103,57 Saint Marks Pl,New York,10003,Outpatient,Outpatient Clinic,Operational,146
2015,15480,"St. Mark's Place Institute for MH, Inc",51582,St. Mark's Place Institute for MH OP,New York,103,57 Saint Marks Pl,New York,10003,Outpatient,Outpatient Clinic,Operational,110
2019,15480,"St. Mark's Place Institute for MH, Inc",51582,St. Mark's Place Institute for MH OP,New York,103,57 Saint Marks Pl,New York,10003,Outpatient,Outpatient Clinic,Operational,101
2010,15930,"Narco Freedom, Inc.",256,Narco Freedom‐Bridge Plaza OTP,Queens,401,37‐18 34th Street,Long Island City,11101,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,474
2015,15930,"Narco Freedom, Inc.",256,Narco Freedom‐Bridge Plaza OTP,Queens,401,37‐18 34th Street,Long Island City,11101,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,407
2010,15930,"Narco Freedom, Inc.",305,Narco Freedom ‐ Court St. MMTP Clinic,Kings,302,217 Court Street,Brooklyn,11201,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,1
